id,k,name,capacity,additional,single_bed,bathroom,type_name,type_id,free,bed_categories,children_extras,placements,min_price,miles,hotel_id,date
1867840,,с 1 кроватью или 2 отдельными кроватями и собственной ванной комнатой,2,0,0,1,Двухместный,2,33,"[{'single': 2}, {'double': 1}]",[],"[{'id': 363371, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 7500, 'prices': [7500], 'price': 7500, 'old_price': 7500, 'currency': 'RUB', 'payment_amount': 7500, 'extras_variants': [], 'extras': [], 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 375, 'miles': 150, 'min_stay': 1, 'mircashback': 750}, {'id': 363372, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 8000, 'prices': [8000], 'price': 8000, 'old_price': 8000, 'currency': 'RUB', 'payment_amount': 8000, 'extras_variants': [], 'extras': [], 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 400, 'miles': 160, 'min_stay': 1, 'mircashback': 800}]",7500.0,150,559466_101hotels,2026-04-26
1867841,,Семейный номер,3,1,0,1,Делюкс,29,8,"[{'double': 1, 'sofa': 1}]","[{'id': '10792', 'number': '1', 'min_age': '0', 'max_age': '5', 'is_extra_bed': '0', 'extra_bed_type_id': '0'}]","[{'id': 363376, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 16000, 'prices': [16000], 'price': 16000, 'old_price': 16000, 'currency': 'RUB', 'payment_amount': 16000, 'extras_variants': [], 'extras': {'10792': {'id': 10792, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 5], 'extra_bed': 0, 'free': 1}}, 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 800, 'miles': 320, 'min_stay': 1, 'mircashback': 1600}, {'id': 363377, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 18000, 'prices': [18000], 'price': 18000, 'old_price': 18000, 'currency': 'RUB', 'payment_amount': 18000, 'extras_variants': [], 'extras': {'10792': {'id': 10792, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 5], 'extra_bed': 0, 'free': 1}}, 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 900, 'miles': 360, 'min_stay': 1, 'mircashback': 1800}, {'id': 363378, 'platichastyami': 0, 'capacity': 3, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 18000, 'prices': [18000], 'price': 18000, 'old_price': 18000, 'currency': 'RUB', 'payment_amount': 18000, 'extras_variants': [], 'extras': {'10792': {'id': 10792, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 5], 'extra_bed': 0, 'free': 1}}, 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 900, 'miles': 360, 'min_stay': 1, 'mircashback': 1800}]",16000.0,320,559466_101hotels,2026-04-26
1867842,,с собственной ванной комнатой,3,0,0,1,Трехместный,37,8,[{'single': 3}],[],"[{'id': 363373, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 12500, 'prices': [12500], 'price': 12500, 'old_price': 12500, 'currency': 'RUB', 'payment_amount': 12500, 'extras_variants': [], 'extras': [], 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 625, 'miles': 250, 'min_stay': 1, 'mircashback': 1250}, {'id': 363374, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13000, 'prices': [13000], 'price': 13000, 'old_price': 13000, 'currency': 'RUB', 'payment_amount': 13000, 'extras_variants': [], 'extras': [], 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 650, 'miles': 260, 'min_stay': 1, 'mircashback': 1300}, {'id': 363375, 'platichastyami': 0, 'capacity': 3, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 20, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 16000, 'prices': [16000], 'price': 16000, 'old_price': 16000, 'currency': 'RUB', 'payment_amount': 16000, 'extras_variants': [], 'extras': [], 'rate_id': 5539, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 800, 'miles': 320, 'min_stay': 1, 'mircashback': 1600}]",12500.0,250,559466_101hotels,2026-04-26
727624,,Стандарт,2,0,0,1,Двухместный,2,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 253914, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 8625, 'prices': [8625], 'price': 7762.5, 'old_price': 8625, 'currency': 'RUB', 'payment_amount': 8625, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 388, 'miles': 155, 'min_stay': 1, 'mircashback': 776}, {'id': 253915, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 9200, 'prices': [9200], 'price': 8280, 'old_price': 9200, 'currency': 'RUB', 'payment_amount': 9200, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 414, 'miles': 165, 'min_stay': 1, 'mircashback': 828}]",7762.5,155,227948_101hotels,2026-04-26
727625,,Улучшенный,3,0,0,1,Трехместный,37,2,"[{'single': 2, 'sofa': 1}, {'double': 1, 'sofa': 1}]",[],"[{'id': 253922, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 9775, 'prices': [9775], 'price': 8797.5, 'old_price': 9775, 'currency': 'RUB', 'payment_amount': 9775, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 440, 'miles': 175, 'min_stay': 1, 'mircashback': 880}, {'id': 253923, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 10350, 'prices': [10350], 'price': 9315, 'old_price': 10350, 'currency': 'RUB', 'payment_amount': 10350, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 466, 'miles': 186, 'min_stay': 1, 'mircashback': 932}, {'id': 253955, 'platichastyami': 0, 'capacity': 3, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 14375, 'prices': [14375], 'price': 12937.5, 'old_price': 14375, 'currency': 'RUB', 'payment_amount': 14375, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 647, 'miles': 258, 'min_stay': 1, 'mircashback': 1294}]",8797.5,175,227948_101hotels,2026-04-26
1906257,,,2,0,0,1,Делюкс,29,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 253916, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 12075, 'prices': [12075], 'price': 10867.5, 'old_price': 12075, 'currency': 'RUB', 'payment_amount': 12075, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 543, 'miles': 217, 'min_stay': 1, 'mircashback': 1087}, {'id': 253917, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 12650, 'prices': [12650], 'price': 11385, 'old_price': 12650, 'currency': 'RUB', 'payment_amount': 12650, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 569, 'miles': 227, 'min_stay': 1, 'mircashback': 1139}]",10867.5,217,227948_101hotels,2026-04-26
1906258,,Панорамный,3,1,0,1,Люкс,6,2,"[{'single': 2, 'sofa': 1}, {'double': 1, 'sofa': 1}]",[],"[{'id': 253918, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 14375, 'prices': [14375], 'price': 12937.5, 'old_price': 14375, 'currency': 'RUB', 'payment_amount': 14375, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 647, 'miles': 258, 'min_stay': 1, 'mircashback': 1294}, {'id': 253919, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 14950, 'prices': [14950], 'price': 13455, 'old_price': 14950, 'currency': 'RUB', 'payment_amount': 14950, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 673, 'miles': 269, 'min_stay': 1, 'mircashback': 1346}, {'id': 307219, 'platichastyami': 0, 'capacity': 3, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 18975, 'prices': [18975], 'price': 17077.5, 'old_price': 18975, 'currency': 'RUB', 'payment_amount': 18975, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 854, 'miles': 341, 'min_stay': 1, 'mircashback': 1708}]",12937.5,258,227948_101hotels,2026-04-26
1906259,,,2,0,0,1,Люкс,6,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 253920, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13225, 'prices': [13225], 'price': 11902.5, 'old_price': 13225, 'currency': 'RUB', 'payment_amount': 13225, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 595, 'miles': 238, 'min_stay': 1, 'mircashback': 1190}, {'id': 253921, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13800, 'prices': [13800], 'price': 12420, 'old_price': 13800, 'currency': 'RUB', 'payment_amount': 13800, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 621, 'miles': 248, 'min_stay': 1, 'mircashback': 1242}]",11902.5,238,227948_101hotels,2026-04-26
2271355,,Арт-номер,2,0,0,1,Двухместный,2,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 766415, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 12075, 'prices': [12075], 'price': 10867.5, 'old_price': 12075, 'currency': 'RUB', 'payment_amount': 12075, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 543, 'miles': 217, 'min_stay': 1, 'mircashback': 1087}, {'id': 766416, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 12650, 'prices': [12650], 'price': 11385, 'old_price': 12650, 'currency': 'RUB', 'payment_amount': 12650, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 569, 'miles': 227, 'min_stay': 1, 'mircashback': 1139}]",10867.5,217,227948_101hotels,2026-04-26
2276967,,Двухкомнатное семейное шале с террасой,6,0,0,1,Дом,56,1,"[{'single': 2, 'double': 1, 'sofa': 1}]","[{'id': '20457', 'number': '1', 'min_age': '0', 'max_age': '3', 'is_extra_bed': '0', 'extra_bed_type_id': '0'}]","[{'id': 1131302, 'platichastyami': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 14000, 'prices': [14000], 'price': 11900, 'old_price': 14000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': ['BASE'], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 595, 'miles': 238, 'min_stay': 1, 'mircashback': 1190}, {'id': 1131303, 'platichastyami': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 14000, 'prices': [14000], 'price': 11900, 'old_price': 14000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': ['BASE'], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 595, 'miles': 238, 'min_stay': 1, 'mircashback': 1190}, {'id': 1131304, 'platichastyami': 0, 'capacity': 3, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 17000, 'prices': [17000], 'price': 14450, 'old_price': 17000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': ['BASE'], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 723, 'miles': 289, 'min_stay': 1, 'mircashback': 1445}, {'id': 1131305, 'platichastyami': 0, 'capacity': 4, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 20000, 'prices': [20000], 'price': 17000, 'old_price': 20000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': ['BASE'], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 850, 'miles': 340, 'min_stay': 1, 'mircashback': 1700}, {'id': 1131306, 'platichastyami': 0, 'capacity': 5, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 23000, 'prices': [23000], 'price': 19550, 'old_price': 23000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': ['BASE'], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 978, 'miles': 391, 'min_stay': 1, 'mircashback': 1955}, {'id': 1131307, 'platichastyami': 0, 'capacity': 6, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 26000, 'prices': [26000], 'price': 22100, 'old_price': 26000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': ['BASE'], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 1105, 'miles': 442, 'min_stay': 1, 'mircashback': 2210}, {'id': '1131302P', 'platichastyami': 0, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 14000, 'prices': [14000], 'price': 14000, 'old_price': 14000, 'currency': 'RUB', 'payment_amount': 14000, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 700, 'miles': 280, 'min_stay': 1, 'mircashback': 1400}, {'id': '1131303P', 'platichastyami': 0, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 14000, 'prices': [14000], 'price': 14000, 'old_price': 14000, 'currency': 'RUB', 'payment_amount': 14000, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 700, 'miles': 280, 'min_stay': 1, 'mircashback': 1400}, {'id': '1131304P', 'platichastyami': 0, 'capacity': 3, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 17000, 'prices': [17000], 'price': 17000, 'old_price': 17000, 'currency': 'RUB', 'payment_amount': 17000, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 850, 'miles': 340, 'min_stay': 1, 'mircashback': 1700}, {'id': '1131305P', 'platichastyami': 0, 'capacity': 4, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 20000, 'prices': [20000], 'price': 20000, 'old_price': 20000, 'currency': 'RUB', 'payment_amount': 20000, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 1000, 'miles': 400, 'min_stay': 1, 'mircashback': 2000}, {'id': '1131306P', 'platichastyami': 0, 'capacity': 5, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 23000, 'prices': [23000], 'price': 23000, 'old_price': 23000, 'currency': 'RUB', 'payment_amount': 23000, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 1150, 'miles': 460, 'min_stay': 1, 'mircashback': 2300}, {'id': '1131307P', 'platichastyami': 0, 'capacity': 6, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 26000, 'prices': [26000], 'price': 26000, 'old_price': 26000, 'currency': 'RUB', 'payment_amount': 26000, 'extras_variants': [], 'extras': {'20457': {'id': 20457, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 3], 'extra_bed': 0, 'free': 1}}, 'rate_id': 56890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 1300, 'miles': 520, 'min_stay': 1, 'mircashback': 2600}]",11900.0,238,609196_101hotels,2026-04-26
